Date,Open,High,Low,Close,Adj. Close,Change,Volume
18-Nov-24,228.71,230.42,227.72,229.45,229.08,0.32%,"3,086,060"
15-Nov-24,231.63,231.93,227.95,228.71,228.34,-2.48%,"5,614,916"
14-Nov-24,235.71,236.12,234.15,234.53,234.15,-0.34%,"3,300,992"
13-Nov-24,235.65,237.07,234.6,235.33,234.95,-0.35%,"3,164,919"
12-Nov-24,235.69,236.45,234.29,236.15,235.77,0.13%,"3,765,392"
11-Nov-24,237.13,237.28,234.44,235.85,235.47,-0.55%,"3,633,605"
8-Nov-24,237.12,237.94,236.3,237.16,236.78,-0.11%,"3,618,188"
7-Nov-24,234.97,237.69,234.86,237.42,237.04,1.74%,"5,231,461"
6-Nov-24,231.27,233.78,230.58,233.35,232.97,2.85%,"5,483,910"
5-Nov-24,224.43,227.07,224.43,226.89,226.52,1.41%,"3,636,483"
4-Nov-24,224.12,225.35,222.79,223.74,223.38,-0.08%,"3,155,985"
1-Nov-24,222.48,225.58,222.18,223.91,223.55,0.75%,"5,782,895"
31-Oct-24,227.09,227.09,222.16,222.24,221.88,-3.21%,"6,055,103"
30-Oct-24,231.19,231.81,229.46,229.61,229.24,-1.59%,"4,170,567"
29-Oct-24,230.66,233.99,229.8,233.32,232.94,1.35%,"3,725,832"
28-Oct-24,231.94,231.94,230.17,230.22,229.85,-0.03%,"2,949,570"
25-Oct-24,230.4,232.88,229.96,230.29,229.92,0.52%,"4,157,391"
24-Oct-24,229.36,229.67,227.74,229.1,228.73,0.29%,"2,416,361"
23-Oct-24,230.89,231.24,226.48,228.43,228.06,-1.43%,"3,041,820"
22-Oct-24,230.76,232.54,230.1,231.75,231.38,-0.10%,"3,084,585"
21-Oct-24,230.19,232.02,229.77,231.99,231.62,0.47%,"3,161,192"
18-Oct-24,231.29,231.76,230.42,230.91,230.54,0.36%,"2,268,528"
17-Oct-24,232.59,232.72,230.09,230.09,229.72,0.31%,"3,025,591"
16-Oct-24,229.4,229.74,226.92,229.39,229.02,0.31%,"2,879,422"
15-Oct-24,234,234.57,227.83,228.68,228.31,-2.20%,"7,089,654"
14-Oct-24,232.28,234.3,232.17,233.82,233.44,1.30%,"4,905,062"
11-Oct-24,229.86,231.33,229.52,230.81,230.44,0.17%,"4,424,457"
10-Oct-24,228.93,231.01,228.29,230.41,230.04,-0.03%,"2,846,118"
9-Oct-24,228.1,230.79,227.39,230.47,230.1,1.12%,"3,789,891"
8-Oct-24,225.35,228.3,224.84,227.92,227.55,1.87%,"3,932,395"
7-Oct-24,224.28,225.77,223.18,223.74,223.38,-0.69%,"2,215,206"
4-Oct-24,225.69,225.85,222.92,225.29,224.93,1.11%,"2,507,672"
3-Oct-24,221.24,224.44,221.21,222.81,222.45,0.41%,"2,892,440"
2-Oct-24,220.31,222.9,219.06,221.89,221.53,0.74%,"2,266,152"
1-Oct-24,225.09,225.22,218.95,220.26,219.9,-2.44%,"5,647,652"
30-Sep-24,224.12,225.9,223,225.76,225.4,0.29%,"2,750,944"
27-Sep-24,227.54,227.61,224.26,225.1,224.74,-0.93%,"3,046,880"
26-Sep-24,228.63,228.88,224.83,227.22,226.85,1.32%,"4,622,373"
25-Sep-24,223.17,225.23,223.07,224.25,223.89,0.29%,"3,055,768"
24-Sep-24,223.02,224.06,220.62,223.61,223.25,0.68%,"3,512,903"
23-Sep-24,222.33,222.62,221.41,222.09,221.73,-0.20%,"3,745,263"
20-Sep-24,222.74,223.53,220.54,222.53,221.77,-0.49%,"7,246,354"
19-Sep-24,223.27,225.01,222.05,223.62,222.86,2.97%,"6,967,039"
18-Sep-24,219.72,221.26,216.96,217.17,216.43,-0.91%,"6,370,843"
17-Sep-24,221.8,222.14,218.06,219.17,218.42,-0.20%,"3,494,960"
16-Sep-24,218.85,220.3,217.57,219.6,218.85,-0.38%,"3,448,891"
13-Sep-24,219.61,220.99,218.72,220.44,219.69,0.50%,"4,023,662"
12-Sep-24,217.38,220.27,215.85,219.34,218.59,0.83%,"5,303,055"
11-Sep-24,211.08,217.87,207.74,217.54,216.8,3.41%,"6,384,366"
10-Sep-24,208.69,210.81,206.7,210.36,209.64,1.50%,"5,061,453"
9-Sep-24,206.45,207.49,204.54,207.26,206.55,1.64%,"5,460,988"
6-Sep-24,209.18,209.68,202.98,203.92,203.23,-2.59%,"6,220,540"
5-Sep-24,208.16,211.95,207.97,209.35,208.64,-0.15%,"4,437,616"
4-Sep-24,208.08,212.06,207.42,209.67,208.96,-0.26%,"6,128,575"
3-Sep-24,218,218.16,209.01,210.21,209.49,-4.59%,"7,382,879"
30-Aug-24,219.81,221.18,217.44,220.33,219.58,1.33%,"5,024,223"
29-Aug-24,219.48,222.57,216.88,217.44,216.7,-0.90%,"6,641,827"
28-Aug-24,222.2,222.63,217.58,219.42,218.67,-1.38%,"4,501,130"
27-Aug-24,219.78,222.96,218.7,222.49,221.73,0.61%,"3,828,001"
26-Aug-24,223.76,224.6,220.02,221.15,220.4,-1.25%,"3,134,436"
23-Aug-24,222.58,224.94,221.1,223.96,223.2,1.62%,"5,340,482"
22-Aug-24,226.84,227.37,219.93,220.39,219.64,-2.30%,"4,541,819"
21-Aug-24,224.4,226.36,223.69,225.58,224.81,0.59%,"3,769,364"
20-Aug-24,224.46,225.81,222.94,224.26,223.5,-0.35%,"3,610,789"
19-Aug-24,220.88,225.06,219.98,225.05,224.28,1.65%,"6,502,106"
16-Aug-24,219.86,221.83,219.26,221.4,220.65,0.17%,"3,353,151"
15-Aug-24,217.63,221.25,217.16,221.03,220.28,2.88%,"4,740,085"
14-Aug-24,215,215.94,211.96,214.85,214.12,0.55%,"4,461,232"
13-Aug-24,209.88,213.75,209.62,213.68,212.95,3.07%,"4,999,769"
12-Aug-24,206.27,208.91,205.31,207.31,206.6,0.82%,"4,290,100"
9-Aug-24,204.59,206.81,203.35,205.63,204.93,0.45%,"4,767,753"
8-Aug-24,200.91,205.22,198,204.71,204.01,3.73%,"7,221,370"
7-Aug-24,205.45,206.45,197.07,197.34,196.67,-1.62%,"8,826,750"
6-Aug-24,200.43,204.65,198.3,200.59,199.91,1.36%,"12,287,855"
5-Aug-24,191.91,201.72,190.75,197.9,197.23,-3.33%,"15,714,953"
2-Aug-24,205.04,206.73,201.25,204.72,204.02,-2.81%,"9,310,849"
1-Aug-24,218.2,220.73,208.4,210.64,209.92,-3.73%,"8,495,715"
31-Jul-24,216.39,219.59,214.87,218.8,218.06,4.24%,"7,307,043"
30-Jul-24,216.12,216.33,208.3,209.91,209.2,-2.51%,"5,347,259"
29-Jul-24,218,218.94,214.69,215.32,214.59,-0.44%,"3,671,907"
26-Jul-24,216.45,218,214.45,216.28,215.54,1.27%,"5,848,931"
25-Jul-24,215.65,218.87,210.46,213.57,212.84,-1.07%,"10,578,963"
24-Jul-24,222.26,222.96,215.36,215.88,215.15,-4.14%,"7,150,360"
23-Jul-24,225.16,227.23,224.9,225.2,224.43,-0.40%,"2,765,373"
22-Jul-24,223.79,226.36,222.84,226.1,225.33,2.37%,"5,300,750"
19-Jul-24,223.19,224.56,220.38,220.87,220.12,-1.56%,"4,236,413"
18-Jul-24,226.82,226.86,221.55,224.38,223.62,0.01%,"5,418,587"
17-Jul-24,228.1,228.33,224.25,224.36,223.6,-3.89%,"6,220,241"
