Date,Open,High,Low,Close,Adj. Close,Change,Volume
27-Feb-24,161.87,162.11,161.52,162.06,159.56,0.44%,"4,363,107"
26-Feb-24,161.98,162.41,161.24,161.35,158.86,-0.40%,"5,164,028"
23-Feb-24,161.94,162.41,161.63,162,159.5,0.27%,"6,375,223"
22-Feb-24,160.82,161.98,160.48,161.57,159.08,0.99%,"9,127,992"
21-Feb-24,159.25,160.03,158.92,159.98,157.51,0.20%,"4,602,942"
20-Feb-24,159.3,159.96,159.24,159.66,157.2,-0.23%,"6,827,709"
16-Feb-24,160.19,161.09,159.88,160.03,157.56,-0.45%,"5,061,163"
15-Feb-24,159.42,160.91,159.37,160.76,158.28,1.24%,"5,846,606"
14-Feb-24,158.15,158.9,157.59,158.79,156.34,0.92%,"11,291,264"
13-Feb-24,157.85,158.21,156.16,157.35,154.92,-1.66%,"9,741,088"
12-Feb-24,159,160.53,158.99,160.01,157.54,0.68%,"6,971,850"
9-Feb-24,158.69,159.08,158.15,158.93,156.48,0.12%,"5,055,031"
8-Feb-24,158.43,158.84,157.97,158.74,156.29,0.22%,"4,900,248"
7-Feb-24,158.51,158.77,157.62,158.39,155.95,0.39%,"6,706,042"
6-Feb-24,156.95,157.87,156.76,157.77,155.34,0.63%,"6,059,036"
5-Feb-24,157.36,157.43,156.13,156.78,154.36,-0.86%,"8,633,355"
2-Feb-24,157.61,158.91,156.74,158.14,155.7,-0.09%,"8,128,878"
1-Feb-24,156.79,158.38,155.79,158.28,155.84,1.16%,"8,008,189"
31-Jan-24,158.48,158.59,156.38,156.46,154.05,-1.28%,"8,928,221"
30-Jan-24,158.01,158.84,157.85,158.49,156.05,0.02%,"7,258,189"
29-Jan-24,157.34,158.52,157.08,158.46,156.02,0.61%,"4,501,663"
26-Jan-24,157.66,157.98,157.2,157.5,155.07,0.01%,"5,997,660"
25-Jan-24,157.17,157.5,156.36,157.48,155.05,1.01%,"5,831,992"
24-Jan-24,157.7,157.71,155.81,155.91,153.51,-0.52%,"5,427,195"
23-Jan-24,157,157.39,156.17,156.72,154.3,0.05%,"4,785,845"
22-Jan-24,156.29,157.21,156.25,156.64,154.22,0.53%,"9,964,359"
19-Jan-24,154.99,156.15,154.07,155.82,153.42,0.77%,"8,488,805"
18-Jan-24,154.03,154.77,153.16,154.63,152.25,0.51%,"7,267,070"
17-Jan-24,153.87,154.6,153.1,153.84,151.47,-0.79%,"5,775,000"
16-Jan-24,155.36,155.47,154.52,155.06,152.67,-0.63%,"6,942,289"
12-Jan-24,157.14,157.38,155.71,156.05,153.64,-0.22%,"5,568,644"
11-Jan-24,156.8,156.83,155.16,156.4,153.99,-0.29%,"7,070,652"
10-Jan-24,156.58,157.15,156.07,156.85,154.43,0.17%,"4,620,708"
9-Jan-24,156.38,157.08,156.07,156.58,154.17,-0.51%,"6,419,135"
8-Jan-24,155.66,157.38,155.3,157.38,154.95,1.07%,"7,954,048"
5-Jan-24,155.01,156.6,154.83,155.71,153.31,0.29%,"8,375,995"
4-Jan-24,155.46,156.29,155.2,155.26,152.87,-0.17%,"5,621,643"
3-Jan-24,156.98,156.98,155.3,155.52,153.12,-1.48%,"9,207,475"
